"Department","Category","Supplier","Year","Month","Dept.By.Year","Categ.By.Year","Total.Sales"
"ZIDGETS","BLUE ZIDGETS","Blue Zidget Corp",2017,12,"ZIDGETS 2017","BLUE ZIDGETS 2017",4739
"ZIDGETS","BLUE ZIDGETS","Blue Zidgets Smiling",2017,12,"ZIDGETS 2017","BLUE ZIDGETS 2017",4732
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,1,"FIDGETS 2014","GREEN FIDGETS 2014",8002
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,1,"FIDGETS 2014","GREEN FIDGETS 2014",7808
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,1,"FIDGETS 2014","GREEN FIDGETS 2014",7859
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,2,"FIDGETS 2014","GREEN FIDGETS 2014",10389
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,2,"FIDGETS 2014","GREEN FIDGETS 2014",10624
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,2,"FIDGETS 2014","GREEN FIDGETS 2014",10519
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,3,"FIDGETS 2014","GREEN FIDGETS 2014",14665
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,3,"FIDGETS 2014","GREEN FIDGETS 2014",15162
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,3,"FIDGETS 2014","GREEN FIDGETS 2014",14863
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,4,"FIDGETS 2014","GREEN FIDGETS 2014",27896
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,4,"FIDGETS 2014","GREEN FIDGETS 2014",28014
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,4,"FIDGETS 2014","GREEN FIDGETS 2014",27854
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,5,"FIDGETS 2014","GREEN FIDGETS 2014",47563
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,5,"FIDGETS 2014","GREEN FIDGETS 2014",47353
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,5,"FIDGETS 2014","GREEN FIDGETS 2014",47940
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,6,"FIDGETS 2014","GREEN FIDGETS 2014",82668
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,6,"FIDGETS 2014","GREEN FIDGETS 2014",82998
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,6,"FIDGETS 2014","GREEN FIDGETS 2014",82891
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,7,"FIDGETS 2014","GREEN FIDGETS 2014",141217
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,7,"FIDGETS 2014","GREEN FIDGETS 2014",143700
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,7,"FIDGETS 2014","GREEN FIDGETS 2014",142759
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,8,"FIDGETS 2014","GREEN FIDGETS 2014",153779
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,8,"FIDGETS 2014","GREEN FIDGETS 2014",153348
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,8,"FIDGETS 2014","GREEN FIDGETS 2014",153816
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,9,"FIDGETS 2014","GREEN FIDGETS 2014",101871
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,9,"FIDGETS 2014","GREEN FIDGETS 2014",102260
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,9,"FIDGETS 2014","GREEN FIDGETS 2014",101235
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,10,"FIDGETS 2014","GREEN FIDGETS 2014",57467
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,10,"FIDGETS 2014","GREEN FIDGETS 2014",57166
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,10,"FIDGETS 2014","GREEN FIDGETS 2014",57267
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,11,"FIDGETS 2014","GREEN FIDGETS 2014",37628
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,11,"FIDGETS 2014","GREEN FIDGETS 2014",37874
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,11,"FIDGETS 2014","GREEN FIDGETS 2014",38160
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2014,12,"FIDGETS 2014","GREEN FIDGETS 2014",62977
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2014,12,"FIDGETS 2014","GREEN FIDGETS 2014",61938
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2014,12,"FIDGETS 2014","GREEN FIDGETS 2014",62744
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,1,"FIDGETS 2015","GREEN FIDGETS 2015",9331
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,1,"FIDGETS 2015","GREEN FIDGETS 2015",9558
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,1,"FIDGETS 2015","GREEN FIDGETS 2015",9642
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,2,"FIDGETS 2015","GREEN FIDGETS 2015",8404
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,2,"FIDGETS 2015","GREEN FIDGETS 2015",8441
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,2,"FIDGETS 2015","GREEN FIDGETS 2015",8487
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,3,"FIDGETS 2015","GREEN FIDGETS 2015",14830
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,3,"FIDGETS 2015","GREEN FIDGETS 2015",14624
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,3,"FIDGETS 2015","GREEN FIDGETS 2015",14816
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,4,"FIDGETS 2015","GREEN FIDGETS 2015",27418
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,4,"FIDGETS 2015","GREEN FIDGETS 2015",27480
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,4,"FIDGETS 2015","GREEN FIDGETS 2015",27143
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,5,"FIDGETS 2015","GREEN FIDGETS 2015",54279
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,5,"FIDGETS 2015","GREEN FIDGETS 2015",54481
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,5,"FIDGETS 2015","GREEN FIDGETS 2015",54578
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,6,"FIDGETS 2015","GREEN FIDGETS 2015",80957
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,6,"FIDGETS 2015","GREEN FIDGETS 2015",81803
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,6,"FIDGETS 2015","GREEN FIDGETS 2015",81449
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,7,"FIDGETS 2015","GREEN FIDGETS 2015",129131
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,7,"FIDGETS 2015","GREEN FIDGETS 2015",128576
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,7,"FIDGETS 2015","GREEN FIDGETS 2015",129205
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,8,"FIDGETS 2015","GREEN FIDGETS 2015",141629
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,8,"FIDGETS 2015","GREEN FIDGETS 2015",141511
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,8,"FIDGETS 2015","GREEN FIDGETS 2015",140906
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,9,"FIDGETS 2015","GREEN FIDGETS 2015",105183
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,9,"FIDGETS 2015","GREEN FIDGETS 2015",105359
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,9,"FIDGETS 2015","GREEN FIDGETS 2015",105269
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,10,"FIDGETS 2015","GREEN FIDGETS 2015",54097
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,10,"FIDGETS 2015","GREEN FIDGETS 2015",54396
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,10,"FIDGETS 2015","GREEN FIDGETS 2015",54283
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,11,"FIDGETS 2015","GREEN FIDGETS 2015",39836
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,11,"FIDGETS 2015","GREEN FIDGETS 2015",39973
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,11,"FIDGETS 2015","GREEN FIDGETS 2015",39913
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2015,12,"FIDGETS 2015","GREEN FIDGETS 2015",73303
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2015,12,"FIDGETS 2015","GREEN FIDGETS 2015",73004
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2015,12,"FIDGETS 2015","GREEN FIDGETS 2015",73366
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,1,"FIDGETS 2016","GREEN FIDGETS 2016",13297
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,1,"FIDGETS 2016","GREEN FIDGETS 2016",13283
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,1,"FIDGETS 2016","GREEN FIDGETS 2016",13346
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,2,"FIDGETS 2016","GREEN FIDGETS 2016",11804
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,2,"FIDGETS 2016","GREEN FIDGETS 2016",11577
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,2,"FIDGETS 2016","GREEN FIDGETS 2016",11586
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,3,"FIDGETS 2016","GREEN FIDGETS 2016",19622
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,3,"FIDGETS 2016","GREEN FIDGETS 2016",19740
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,3,"FIDGETS 2016","GREEN FIDGETS 2016",19855
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,4,"FIDGETS 2016","GREEN FIDGETS 2016",26771
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,4,"FIDGETS 2016","GREEN FIDGETS 2016",27350
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,4,"FIDGETS 2016","GREEN FIDGETS 2016",27447
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,5,"FIDGETS 2016","GREEN FIDGETS 2016",44756
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,5,"FIDGETS 2016","GREEN FIDGETS 2016",43784
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,5,"FIDGETS 2016","GREEN FIDGETS 2016",44159
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,6,"FIDGETS 2016","GREEN FIDGETS 2016",84582
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,6,"FIDGETS 2016","GREEN FIDGETS 2016",84980
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,6,"FIDGETS 2016","GREEN FIDGETS 2016",85233
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,7,"FIDGETS 2016","GREEN FIDGETS 2016",131740
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,7,"FIDGETS 2016","GREEN FIDGETS 2016",131555
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,7,"FIDGETS 2016","GREEN FIDGETS 2016",131254
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,8,"FIDGETS 2016","GREEN FIDGETS 2016",148241
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,8,"FIDGETS 2016","GREEN FIDGETS 2016",148509
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,8,"FIDGETS 2016","GREEN FIDGETS 2016",148671
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,9,"FIDGETS 2016","GREEN FIDGETS 2016",95872
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,9,"FIDGETS 2016","GREEN FIDGETS 2016",95995
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,9,"FIDGETS 2016","GREEN FIDGETS 2016",94974
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,10,"FIDGETS 2016","GREEN FIDGETS 2016",60645
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,10,"FIDGETS 2016","GREEN FIDGETS 2016",60225
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,10,"FIDGETS 2016","GREEN FIDGETS 2016",60259
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,11,"FIDGETS 2016","GREEN FIDGETS 2016",39974
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,11,"FIDGETS 2016","GREEN FIDGETS 2016",39916
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,11,"FIDGETS 2016","GREEN FIDGETS 2016",39968
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2016,12,"FIDGETS 2016","GREEN FIDGETS 2016",67281
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2016,12,"FIDGETS 2016","GREEN FIDGETS 2016",67980
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2016,12,"FIDGETS 2016","GREEN FIDGETS 2016",67379
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,1,"FIDGETS 2017","GREEN FIDGETS 2017",9127
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,1,"FIDGETS 2017","GREEN FIDGETS 2017",9282
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,1,"FIDGETS 2017","GREEN FIDGETS 2017",8949
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,2,"FIDGETS 2017","GREEN FIDGETS 2017",12372
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,2,"FIDGETS 2017","GREEN FIDGETS 2017",12106
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,2,"FIDGETS 2017","GREEN FIDGETS 2017",12053
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,3,"FIDGETS 2017","GREEN FIDGETS 2017",13827
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,3,"FIDGETS 2017","GREEN FIDGETS 2017",13611
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,3,"FIDGETS 2017","GREEN FIDGETS 2017",14025
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,4,"FIDGETS 2017","GREEN FIDGETS 2017",33276
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,4,"FIDGETS 2017","GREEN FIDGETS 2017",33246
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,4,"FIDGETS 2017","GREEN FIDGETS 2017",33467
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,5,"FIDGETS 2017","GREEN FIDGETS 2017",45575
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,5,"FIDGETS 2017","GREEN FIDGETS 2017",45557
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,5,"FIDGETS 2017","GREEN FIDGETS 2017",44967
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,6,"FIDGETS 2017","GREEN FIDGETS 2017",76718
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,6,"FIDGETS 2017","GREEN FIDGETS 2017",77752
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,6,"FIDGETS 2017","GREEN FIDGETS 2017",78684
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,7,"FIDGETS 2017","GREEN FIDGETS 2017",106482
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,7,"FIDGETS 2017","GREEN FIDGETS 2017",107756
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,7,"FIDGETS 2017","GREEN FIDGETS 2017",105508
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,8,"FIDGETS 2017","GREEN FIDGETS 2017",130491
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,8,"FIDGETS 2017","GREEN FIDGETS 2017",129045
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,8,"FIDGETS 2017","GREEN FIDGETS 2017",131456
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,9,"FIDGETS 2017","GREEN FIDGETS 2017",91720
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,9,"FIDGETS 2017","GREEN FIDGETS 2017",90561
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,9,"FIDGETS 2017","GREEN FIDGETS 2017",90824
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,10,"FIDGETS 2017","GREEN FIDGETS 2017",54538
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,10,"FIDGETS 2017","GREEN FIDGETS 2017",56450
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,10,"FIDGETS 2017","GREEN FIDGETS 2017",54786
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,11,"FIDGETS 2017","GREEN FIDGETS 2017",40262
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,11,"FIDGETS 2017","GREEN FIDGETS 2017",38875
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,11,"FIDGETS 2017","GREEN FIDGETS 2017",41021
"FIDGETS","GREEN FIDGETS","Green Fidget Machine",2017,12,"FIDGETS 2017","GREEN FIDGETS 2017",73730
"FIDGETS","GREEN FIDGETS","Lean Green Fidgets",2017,12,"FIDGETS 2017","GREEN FIDGETS 2017",74858
"FIDGETS","GREEN FIDGETS","The Fidget is Always Greener",2017,12,"FIDGETS 2017","GREEN FIDGETS 2017",72834
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,1,"WIDGETS 2014","GREEN WIDGETS 2014",21687
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,1,"WIDGETS 2014","GREEN WIDGETS 2014",21311
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,1,"WIDGETS 2014","GREEN WIDGETS 2014",21532
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,2,"WIDGETS 2014","GREEN WIDGETS 2014",29894
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,2,"WIDGETS 2014","GREEN WIDGETS 2014",29972
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,2,"WIDGETS 2014","GREEN WIDGETS 2014",29813
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,3,"WIDGETS 2014","GREEN WIDGETS 2014",41388
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,3,"WIDGETS 2014","GREEN WIDGETS 2014",41197
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,3,"WIDGETS 2014","GREEN WIDGETS 2014",41114
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,4,"WIDGETS 2014","GREEN WIDGETS 2014",64520
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,4,"WIDGETS 2014","GREEN WIDGETS 2014",64357
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,4,"WIDGETS 2014","GREEN WIDGETS 2014",64599
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,5,"WIDGETS 2014","GREEN WIDGETS 2014",113613
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,5,"WIDGETS 2014","GREEN WIDGETS 2014",113413
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,5,"WIDGETS 2014","GREEN WIDGETS 2014",113735
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,6,"WIDGETS 2014","GREEN WIDGETS 2014",153921
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,6,"WIDGETS 2014","GREEN WIDGETS 2014",153614
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,6,"WIDGETS 2014","GREEN WIDGETS 2014",154096
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,7,"WIDGETS 2014","GREEN WIDGETS 2014",202910
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,7,"WIDGETS 2014","GREEN WIDGETS 2014",202663
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,7,"WIDGETS 2014","GREEN WIDGETS 2014",202884
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,8,"WIDGETS 2014","GREEN WIDGETS 2014",213058
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,8,"WIDGETS 2014","GREEN WIDGETS 2014",212576
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,8,"WIDGETS 2014","GREEN WIDGETS 2014",212767
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,9,"WIDGETS 2014","GREEN WIDGETS 2014",177936
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,9,"WIDGETS 2014","GREEN WIDGETS 2014",177977
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,9,"WIDGETS 2014","GREEN WIDGETS 2014",178282
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,10,"WIDGETS 2014","GREEN WIDGETS 2014",109239
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,10,"WIDGETS 2014","GREEN WIDGETS 2014",108960
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,10,"WIDGETS 2014","GREEN WIDGETS 2014",109274
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,11,"WIDGETS 2014","GREEN WIDGETS 2014",60108
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,11,"WIDGETS 2014","GREEN WIDGETS 2014",60403
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,11,"WIDGETS 2014","GREEN WIDGETS 2014",60443
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2014,12,"WIDGETS 2014","GREEN WIDGETS 2014",78084
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2014,12,"WIDGETS 2014","GREEN WIDGETS 2014",77445
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2014,12,"WIDGETS 2014","GREEN WIDGETS 2014",77424
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,1,"WIDGETS 2015","GREEN WIDGETS 2015",25495
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,1,"WIDGETS 2015","GREEN WIDGETS 2015",25384
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,1,"WIDGETS 2015","GREEN WIDGETS 2015",25244
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,2,"WIDGETS 2015","GREEN WIDGETS 2015",24044
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,2,"WIDGETS 2015","GREEN WIDGETS 2015",23631
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,2,"WIDGETS 2015","GREEN WIDGETS 2015",23796
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,3,"WIDGETS 2015","GREEN WIDGETS 2015",38565
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,3,"WIDGETS 2015","GREEN WIDGETS 2015",38671
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,3,"WIDGETS 2015","GREEN WIDGETS 2015",38410
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,4,"WIDGETS 2015","GREEN WIDGETS 2015",66978
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,4,"WIDGETS 2015","GREEN WIDGETS 2015",66368
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,4,"WIDGETS 2015","GREEN WIDGETS 2015",66063
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,5,"WIDGETS 2015","GREEN WIDGETS 2015",123832
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,5,"WIDGETS 2015","GREEN WIDGETS 2015",123666
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,5,"WIDGETS 2015","GREEN WIDGETS 2015",124041
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,6,"WIDGETS 2015","GREEN WIDGETS 2015",155266
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,6,"WIDGETS 2015","GREEN WIDGETS 2015",154476
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,6,"WIDGETS 2015","GREEN WIDGETS 2015",154723
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,7,"WIDGETS 2015","GREEN WIDGETS 2015",199403
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,7,"WIDGETS 2015","GREEN WIDGETS 2015",198601
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,7,"WIDGETS 2015","GREEN WIDGETS 2015",199390
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,8,"WIDGETS 2015","GREEN WIDGETS 2015",222721
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,8,"WIDGETS 2015","GREEN WIDGETS 2015",223269
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,8,"WIDGETS 2015","GREEN WIDGETS 2015",223099
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,9,"WIDGETS 2015","GREEN WIDGETS 2015",197901
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,9,"WIDGETS 2015","GREEN WIDGETS 2015",199297
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,9,"WIDGETS 2015","GREEN WIDGETS 2015",199486
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,10,"WIDGETS 2015","GREEN WIDGETS 2015",112701
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,10,"WIDGETS 2015","GREEN WIDGETS 2015",112556
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,10,"WIDGETS 2015","GREEN WIDGETS 2015",111773
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,11,"WIDGETS 2015","GREEN WIDGETS 2015",72885
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,11,"WIDGETS 2015","GREEN WIDGETS 2015",72823
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,11,"WIDGETS 2015","GREEN WIDGETS 2015",73060
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2015,12,"WIDGETS 2015","GREEN WIDGETS 2015",91078
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2015,12,"WIDGETS 2015","GREEN WIDGETS 2015",90776
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2015,12,"WIDGETS 2015","GREEN WIDGETS 2015",91370
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,1,"WIDGETS 2016","GREEN WIDGETS 2016",30773
"WIDGETS","GREEN WIDGETS","Lean Green Widgets",2016,1,"WIDGETS 2016","GREEN WIDGETS 2016",30644
"WIDGETS","GREEN WIDGETS","The Widget is Always Greener",2016,1,"WIDGETS 2016","GREEN WIDGETS 2016",30623
"WIDGETS","GREEN WIDGETS","Green Widget Machine",2016,2,"WIDGETS 2016","GREEN WIDGETS 2016",29430
