"Department","Category","Supplier","Date.Sold","Year","Month","Dept.By.Year","Categ.By.Year","Total.Sales"
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-12",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",91
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-12",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",211
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-12",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",100
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-13",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",198
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-13",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",198
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-13",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",277
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-14",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",333
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-14",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",192
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-14",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",203
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-15",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",100
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-15",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",92
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-15",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",91
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-16",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",407
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-16",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",389
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-16",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",371
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-17",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",603
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-17",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",646
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-17",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",577
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-18",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",299
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-18",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",390
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-18",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",322
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-19",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",306
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-19",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",325
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-19",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",283
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-20",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",201
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-20",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",106
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-20",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",184
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-21",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",191
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-21",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",194
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-21",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",221
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-22",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",268
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-22",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",378
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-22",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",286
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-23",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",404
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-23",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",404
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-23",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",400
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-24",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",723
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-24",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",691
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-24",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",663
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-25",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",383
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-25",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",317
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-25",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",429
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-26",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",186
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-26",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",186
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-26",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",204
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-27",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",114
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-27",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",181
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-27",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",196
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-28",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",438
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-28",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",380
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-28",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",391
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-29",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",304
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-29",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",192
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-29",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",206
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-30",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",504
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-30",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",578
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-30",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",510
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-05-31",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",600
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-05-31",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",502
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-05-31",2015,5,"ZIDGETS 2015","GREEN ZIDGETS 2015",607
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-01",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",104
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-01",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",210
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-01",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",211
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-02",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",381
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-02",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",290
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-02",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",303
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-03",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",300
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-03",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",378
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-03",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",299
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-04",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",274
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-04",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",174
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-04",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",300
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-05",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",224
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-05",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",300
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-05",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",295
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-06",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",796
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-06",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",767
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-06",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",710
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-07",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",510
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-07",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",504
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-07",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",556
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-08",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",325
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-08",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",201
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-08",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",219
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-09",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",264
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-09",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",267
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-09",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",328
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-10",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",316
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-10",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",421
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-10",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",374
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-11",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",400
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-11",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",300
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-11",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",297
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-12",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",280
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-12",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",435
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-12",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",304
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-13",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",521
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-13",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",594
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-13",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",560
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-14",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",462
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-14",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",519
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-14",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",512
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-15",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",372
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-15",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",386
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-15",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",485
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-16",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",587
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-16",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",461
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-16",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",544
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-17",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",316
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-17",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",396
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-17",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",392
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-18",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",874
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-18",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",933
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-18",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",828
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-19",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",479
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-19",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",383
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-19",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",509
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-20",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",911
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-20",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1003
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-20",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1024
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-21",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",883
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-21",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",880
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-21",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",843
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-22",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",570
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-22",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",512
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-22",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",606
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-23",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",488
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-23",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",494
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-23",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",476
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-24",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",798
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-24",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",865
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-24",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",866
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-25",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",793
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-25",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",708
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-25",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",721
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-26",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1213
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-26",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1270
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-26",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1221
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-27",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",969
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-27",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1009
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-27",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1097
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-28",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",790
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-28",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",649
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-28",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",702
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-29",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1222
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-29",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1288
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-29",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1283
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-06-30",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1655
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-06-30",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1723
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-06-30",2015,6,"ZIDGETS 2015","GREEN ZIDGETS 2015",1594
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-01",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",639
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-01",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",541
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-01",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",607
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-02",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",1074
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-02",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",1108
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-02",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",1072
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-03",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",680
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-03",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",661
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-03",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",829
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-04",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",771
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-04",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",714
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-04",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",695
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-05",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",298
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-05",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",379
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-05",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",297
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-06",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",680
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-06",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",668
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-06",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",718
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-07",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",484
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-07",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",516
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-07",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",498
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-08",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",704
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-08",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",691
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-08",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",785
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-09",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",589
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-09",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",555
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-09",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",611
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-10",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",661
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-10",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",749
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-10",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",608
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-11",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",848
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-11",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",898
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-11",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",881
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-12",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",373
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-12",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",405
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-12",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",496
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-13",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",865
"ZIDGETS","GREEN ZIDGETS","Lean Green Zidgets","2015-07-13",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",802
"ZIDGETS","GREEN ZIDGETS","The Zidget is Always Greener","2015-07-13",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",786
"ZIDGETS","GREEN ZIDGETS","Green Zidget Machine","2015-07-14",2015,7,"ZIDGETS 2015","GREEN ZIDGETS 2015",930
